URL,Time,Wait time,Status,Body size,Content-Type,Content-Encoding
https://restifytest.spaceout.pl/,43.214000000000006,41.414,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1437.378,45.747,200,12700433,image/png,
https://restifytest.spaceout.pl/,40.656,39.157,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1101.8590000000002,57.478,200,12700433,image/png,
https://restifytest.spaceout.pl/,52.660999999999994,50.745,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1051.932,51.448,200,12700433,image/png,
https://restifytest.spaceout.pl/,48.995999999999995,46.8,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1439.3110000000001,47.234,200,12700433,image/png,
https://restifytest.spaceout.pl/,62.830999999999996,60.918,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1089.762,50.416,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.516,41.169,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,976.394,45.682,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.909,44.229,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1536.836,47.431,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.492,43.589,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1398.06,51.041,200,12700433,image/png,
https://restifytest.spaceout.pl/,49.912,47.936,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1103.141,52.446,200,12700433,image/png,
https://restifytest.spaceout.pl/,38.892,37.342,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1013.997,51.707,200,12700433,image/png,
https://restifytest.spaceout.pl/,45.165,43.206,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1376.8939999999998,47.498,200,12700433,image/png,
https://restifytest.spaceout.pl/,41.629,39.98,200,200,text/html,
https://restifytest.spaceout.pl/webdev2.png,1141.499,51.529,200,12700433,image/png,
https://restifytest.spaceout.pl/,43.253,41.644,200,200,text/html,
